mean monoisotopic m/z	average intensity	ms runs	percentage of spectra	theoretical m/z	delta PPM	primary identification	other identifications	labels
373.21945	3.8	25/100	1.2%	373.21939	-0.16	y{PRT}	y{KRS}-NH3, a{GRW}+i, a{FNR}-H2O+i	
373.22421	1.7	3/100	1.7%	373.22342	-2.12	b{FKP}	a{ITW}, a{LTW}, y{FKP}-H2O, b{KVY}-H2O	
373.22682	0.6	5/100	1.9%	373.22679	-0.08	b{IKM}	b{KLM}, y{IKM}-H2O, y{KLM}-H2O, a{KM[Acetyl]V}, b{DKK}+i, y{KPQ}+i, y{DKK}-H2O+i, y{IRT}-NH3+i, y{KKN}-NH3+i, y{LRT}-NH3+i	
373.23755	1.6	7/100	2.5%	373.23802	1.26	a{IMR}	a{LMR}, a{DKR}+i, b{KRS}+i, y{KRS}-H2O+i	
373.24484	0.4	4/100	1.1%	373.24455	-0.78	y{IIQ}	y{ILQ}, y{LLQ}, y{AKL[Acetyl]}	
373.25576	2.7	18/100	1.1%	373.25578	0.05	y{RVV}		
373.28093	3.0	47/100	1.9%	373.28093	0.0	y{IIK}	y{IKL}, y{KLL}	
373.70107	1.0	9/100	1.2%	?	?	?	?	
373.70623	0.2	3/100	0.8%	?	?	?	?	
373.72039	0.3	7/100	1.2%	?	?	?	?	
373.73755	0.6	7/100	0.8%	?	?	?	?	
373.77728	0.3	4/100	0.9%	?	?	?	?	
374.08117	3.3	11/100	3.1%	?	?	?	?	
374.11946	0.4	7/100	0.7%	374.11941	-0.13	b{DEE}	y{DEE}-H2O, y{DEQ}-NH3, y{EEN}-NH3, b{EMM}-H2O, b{MMQ}-NH3, b{C[Carbamidomethyl]MV}-NH3, b{CM[Acetyl]P}, y{CM[Acetyl]P}-H2O, a{DMM[Acetyl]}-H2O, a{MM[Acetyl]N}-NH3, b{MM[Acetyl]S}-H2O, b{AM[Acetyl]M[Oxidation]}-H2O, b{M[Oxidation]M[Oxidation]P}-H2O, a{CC[Carbamidomethyl]L[Acetyl]}-NH3, b{DM[Oxidation]Q}-H2O+i, b{EM[Oxidation]N}-H2O+i, y{HM[Oxidation]S}-NH3+i, b{M[Oxidation]NQ}-NH3+i, b{C[Carbamidomethyl]DP}+i, a{C[Carbamidomethyl]EE}-H2O+i, a{C[Carbamidomethyl]EQ}-NH3+i, b{C[Carbamidomethyl]ET}-H2O+i, b{C[Carbamidomethyl]QT}-NH3+i, y{C[Carbamidomethyl]DP}-H2O+i, y{C[Carbamidomethyl]NP}-NH3+i	
374.13826	0.5	5/100	0.9%	374.13803	-0.61	b{AEM[Acetyl]}	b{CDL[Acetyl]}, b{EM[Oxidation]P}, y{AEM[Acetyl]}-H2O, y{AM[Acetyl]Q}-NH3, y{CDL[Acetyl]}-H2O, y{CL[Acetyl]N}-NH3, b{DKM[Oxidation]}-NH3, y{EM[Oxidation]P}-H2O, y{M[Oxidation]PQ}-NH3, y{C[Carbamidomethyl]GL[Acetyl]}-NH3, b{DEQ}+i, b{EEN}+i, y{DEQ}-H2O+i, y{DQQ}-NH3+i, y{EEN}-H2O+i, y{ENQ}-NH3+i, b{MMQ}-H2O+i, a{MM[Acetyl]N}-H2O+i, b{C[Carbamidomethyl]MV}-H2O+i, a{CC[Carbamidomethyl]L[Acetyl]}-H2O+i	
374.14932	1.1	4/100	0.8%	374.14927	-0.13	y{HMS}	b{MNQ}, y{MNQ}-H2O, a{M[Acetyl]NN}, y{AHM[Oxidation]}, a{DM[Oxidation]R}-NH3, b{M[Oxidation]RS}-NH3, b{C[Carbamidomethyl]NV}, y{C[Carbamidomethyl]NV}-H2O, y{WW}-NH3, b{FGW}-NH3, b{CMR}-H2O+i	
374.15709	1.4	4/100	1.2%	374.15737	0.75	b{AM[Acetyl]Q}+i	b{CL[Acetyl]N}+i, b{M[Oxidation]PQ}+i, y{AM[Acetyl]Q}-H2O+i, y{CL[Acetyl]N}-H2O+i, b{DKM[Oxidation]}-H2O+i, b{KM[Oxidation]N}-NH3+i, y{M[Oxidation]PQ}-H2O+i, y{C[Carbamidomethyl]PP}+i, a{C[Carbamidomethyl]EK}-NH3+i, b{C[Carbamidomethyl]KT}-NH3+i, b{C[Carbamidomethyl]GL[Acetyl]}+i, y{C[Carbamidomethyl]GL[Acetyl]}-H2O+i, b{KMM}-NH3, a{MM[Acetyl]P}, b{IMM[Oxidation]}-H2O, b{LMM[Oxidation]}-H2O, a{M[Acetyl]M[Oxidation]V}-H2O, y{EEP}, y{DEK}-NH3	
374.17153	0.5	27/100	1.2%	374.17105	-1.28	b{EFP}	b{DFK}-NH3, b{DIY}-H2O, b{DLY}-H2O, b{EVY}-H2O, y{EFP}-H2O, y{FPQ}-NH3, b{INY}-NH3, b{LNY}-NH3, b{QVY}-NH3, y{SVW}-NH3, a{CKW}-NH3+i, a{MTW}-H2O+i	
374.17443	0.5	7/100	1.1%	374.17442	-0.03	b{EIM}	b{ELM}, y{EIM}-H2O, y{ELM}-H2O, y{IMQ}-NH3, y{LMQ}-NH3, y{CL[Acetyl]P}, a{DIM[Acetyl]}, a{DLM[Acetyl]}, a{DL[Acetyl]M}, a{EM[Acetyl]V}, b{IM[Acetyl]S}, b{LM[Acetyl]S}, b{L[Acetyl]MS}, b{M[Acetyl]TV}, y{AKM[Acetyl]}-NH3, y{IM[Acetyl]S}-H2O, y{LM[Acetyl]S}-H2O, y{L[Acetyl]MS}-H2O, y{M[Acetyl]TV}-H2O, y{KM[Oxidation]P}-NH3, b{AL[Acetyl]M[Oxidation]}, y{C[Carbamidomethyl]IV}-NH3, y{C[Carbamidomethyl]LV}-NH3, y{AL[Acetyl]M[Oxidation]}-H2O, b{DEK}+i, y{EPQ}+i, y{DEK}-H2O+i, y{DKQ}-NH3+i, y{EKN}-NH3+i, b{KMM}-H2O+i, a{CKW}-NH3+i, a{MTW}-H2O+i	
374.19457	0.3	6/100	1.2%	374.19351	-2.83	b{HHV}	b{HPR}-NH3, y{HHV}-H2O, b{IMQ}+i, b{LMQ}+i, y{IMQ}-H2O+i, y{LMQ}-H2O+i, b{AKM[Acetyl]}+i, a{IM[Acetyl]N}+i, a{LM[Acetyl]N}+i, a{L[Acetyl]MN}+i, a{M[Acetyl]QV}+i, b{KM[Oxidation]P}+i, y{AKM[Acetyl]}-H2O+i, y{KM[Oxidation]P}-H2O+i, b{C[Carbamidomethyl]IV}+i, b{C[Carbamidomethyl]LV}+i, y{C[Carbamidomethyl]IV}-H2O+i, y{C[Carbamidomethyl]LV}-H2O+i, y{AEL[Acetyl]}	
374.2085	0.8	5/100	1.8%	374.20743	-2.86	b{IPY}	b{LPY}, y{FKP}-NH3, y{IPY}-H2O, b{KVY}-NH3, y{LPY}-H2O, b{AFL[Acetyl]}, y{AFL[Acetyl]}-H2O, a{L[Acetyl]TY}-H2O	
374.21121	0.9	13/100	2.0%	374.2108	-1.1	y{IKM}-NH3	y{KLM}-NH3, b{IIM[Oxidation]}, b{ILM[Oxidation]}, b{LLM[Oxidation]}, y{IIM[Oxidation]}-H2O, y{ILM[Oxidation]}-H2O, y{LLM[Oxidation]}-H2O, a{L[Acetyl]M[Oxidation]V}, y{EKP}+i, y{DKK}-NH3+i, y{AL[Acetyl]Q}+i, b{HPR}-H2O+i	
374.21446	2.8	4/100	1.4%	374.21464	0.48	y{AQR}	b{IIY}-NH3+i, b{ILY}-NH3+i, b{LLY}-NH3+i, a{L[Acetyl]VY}-NH3+i, b{HPR}-H2O+i	
374.21469	2.1	13/100	1.1%	374.21464	-0.13	y{AQR}	b{IIY}-NH3+i, b{ILY}-NH3+i, b{LLY}-NH3+i, a{L[Acetyl]VY}-NH3+i, b{HPR}-H2O+i	
374.21721	0.5	4/100	1.2%	374.21553	-4.49	b{IIY}-NH3+i	b{ILY}-NH3+i, b{LLY}-NH3+i, a{L[Acetyl]VY}-NH3+i, a{KSW}, a{KQY}-H2O, a{RVY}-NH3, b{HL[Acetyl]V}-H2O	
374.22922	0.6	3/100	1.4%	374.22856	-1.76	y{EII}	y{EIL}, y{ELL}, y{IL[Acetyl]S}, y{LL[Acetyl]S}, y{L[Acetyl]TV}, b{IKM}+i, b{KLM}+i, y{IKM}-H2O+i, y{KLM}-H2O+i, a{KM[Acetyl]V}+i	
374.23415	0.4	3/100	0.6%	?	?	?	?	
374.23489	0.5	5/100	1.0%	?	?	?	?	
374.23982	5.2	34/100	3.0%	374.2398	-0.05	y{IKN}	y{KLN}, y{KQV}, a{IMR}+i, a{LMR}+i, a{FPR}+i, a{RVY}-H2O+i	
374.24358	3.6	7/100	3.6%	374.24382	0.64	b{FII}	b{FIL}, b{FLL}, y{FII}-H2O, y{FIL}-H2O, y{FLL}-H2O, a{FL[Acetyl]V}, a{GN}+i+TMT, a{GGG}+i+TMT	
374.24796	0.4	5/100	0.6%	374.2479	-0.16	y{IIQ}+i	y{ILQ}+i, y{LLQ}+i, y{AKL[Acetyl]}+i	
374.25896	1.6	3/100	0.8%	374.25913	0.45	y{RVV}+i	a{AT}+TMT	
374.70891	0.7	10/100	1.2%	?	?	?	?	
374.71473	0.5	4/100	0.9%	?	?	?	?	
374.72705	0.9	10/100	1.9%	?	?	?	?	
374.74536	0.3	4/100	0.8%	?	?	?	?	
374.80463	0.7	5/100	0.9%	?	?	?	?	
375.0701	2.3	3/100	2.6%	375.06861	-3.97	b{C[Carbamidomethyl]DD}-NH3+i		
375.07876	2.7	18/100	2.8%	375.07914	1.01	b{CC[Carbamidomethyl]E}-H2O	b{CC[Carbamidomethyl]Q}-NH3, b{AC[Carbamidomethyl]C[Carbamidomethyl]}-NH3	
375.13117	1.6	22/100	1.1%	375.13078	-1.04	a{CMW}-H2O	b{DNY}-H2O, b{NNY}-NH3	
375.13294	0.6	3/100	1.2%	375.13328	0.91	b{DMQ}	b{EMN}, y{DMQ}-H2O, y{EMN}-H2O, y{MNQ}-NH3, a{DM[Acetyl]N}, b{M[Acetyl]NS}, y{M[Acetyl]NS}-H2O, b{C[Carbamidomethyl]DV}, y{C[Carbamidomethyl]DV}-H2O, y{C[Carbamidomethyl]NV}-NH3	
375.16738	0.3	15/100	1.2%	375.1663	-2.88	a{DTW}	a{ESW}, b{NPY}, b{STW}, a{EQY}-H2O, y{NPY}-H2O, a{QQY}-NH3, b{QTY}-H2O, y{STW}-H2O	
375.16857	0.4	10/100	1.5%	375.16967	2.93	b{DKM}	y{MPQ}, y{DKM}-H2O, y{KMN}-NH3, a{M[Acetyl]QT}, b{IM[Oxidation]N}, b{LM[Oxidation]N}, b{M[Oxidation]QV}, y{IM[Oxidation]N}-H2O, y{LM[Oxidation]N}-H2O, y{M[Oxidation]QV}-H2O, a{C[Carbamidomethyl]EI}, a{C[Carbamidomethyl]EL}, b{C[Carbamidomethyl]IT}, b{C[Carbamidomethyl]LT}, y{C[Carbamidomethyl]PV}, y{C[Carbamidomethyl]IT}-H2O, y{C[Carbamidomethyl]LT}-H2O, a{C[Carbamidomethyl]L[Acetyl]S}, b{FFP}-NH3, y{DRT}-NH3+i, y{ERS}-NH3+i, a{MMR}-NH3+i, a{C[Carbamidomethyl]KM}-H2O+i	
375.17839	0.2	5/100	1.4%	375.17777	-1.65	b{EIM}+i	b{ELM}+i, y{EIM}-H2O+i, y{ELM}-H2O+i, y{IMQ}-NH3+i, y{LMQ}-NH3+i, y{CL[Acetyl]P}+i, a{DIM[Acetyl]}+i, a{DLM[Acetyl]}+i, a{DL[Acetyl]M}+i, a{EM[Acetyl]V}+i, b{IM[Acetyl]S}+i, b{LM[Acetyl]S}+i, b{L[Acetyl]MS}+i, b{M[Acetyl]TV}+i, y{AKM[Acetyl]}-NH3+i, y{IM[Acetyl]S}-H2O+i, y{LM[Acetyl]S}-H2O+i, y{L[Acetyl]MS}-H2O+i, y{M[Acetyl]TV}-H2O+i, y{KM[Oxidation]P}-NH3+i, b{AL[Acetyl]M[Oxidation]}+i, y{C[Carbamidomethyl]IV}-NH3+i, y{C[Carbamidomethyl]LV}-NH3+i, y{AL[Acetyl]M[Oxidation]}-H2O+i, y{HHV}-NH3	
375.18796	1.1	16/100	1.9%	375.18743	-1.41	y{DIQ}	y{DLQ}, y{EIN}, y{ELN}, y{EQV}, y{L[Acetyl]NS}, a{HHQ}, b{KMN}+i, y{CIR}-NH3+i, y{CLR}-NH3+i, y{KMN}-H2O+i, a{C[Carbamidomethyl]IQ}+i, a{C[Carbamidomethyl]LQ}+i	
375.19869	3.3	14/100	1.5%	375.19866	-0.08	y{AER}	y{KNN}, b{HHV}+i, b{HPR}-NH3+i, y{HHV}-H2O+i	
375.2012	0.8	22/100	1.7%	375.20268	3.94	y{AVW}	b{FIN}, b{FLN}, b{FQV}, y{GIW}, y{GLW}, a{EKY}-H2O, y{FIN}-H2O, y{FLN}-H2O, y{FQV}-H2O, a{KQY}-NH3, b{KTY}-H2O, b{HL[Acetyl]V}-NH3	
375.20388	0.7	10/100	2.2%	375.20268	-3.2	y{AVW}	b{FIN}, b{FLN}, b{FQV}, y{GIW}, y{GLW}, a{EKY}-H2O, y{FIN}-H2O, y{FLN}-H2O, y{FQV}-H2O, a{KQY}-NH3, b{KTY}-H2O, b{HL[Acetyl]V}-NH3	
375.20598	0.6	6/100	1.5%	375.20605	0.19	y{KMP}	a{KM[Acetyl]T}, b{KM[Oxidation]V}, y{KM[Oxidation]V}-H2O, y{INQ}+i, y{LNQ}+i, y{QQV}+i	
375.21486	0.3	4/100	1.7%	375.21415	-1.89	y{IKM}-NH3+i	y{KLM}-NH3+i, b{IIM[Oxidation]}+i, b{ILM[Oxidation]}+i, b{LLM[Oxidation]}+i, y{IIM[Oxidation]}-H2O+i, y{ILM[Oxidation]}-H2O+i, y{LLM[Oxidation]}-H2O+i, a{L[Acetyl]M[Oxidation]V}+i, b{AFR}, y{AFR}-H2O, a{RTY}-H2O, a{HL[Acetyl]Q}-H2O	
375.2239	2.5	49/100	2.5%	375.22381	-0.24	y{DIK}	y{DKL}, y{EKV}, a{HHK}, b{HRV}-H2O, a{C[Carbamidomethyl]IK}+i, a{C[Carbamidomethyl]KL}+i	
375.23509	3.7	65/100	2.3%	375.23504	-0.13	y{IRS}	y{LRS}, y{RTV}	
375.24294	0.5	9/100	1.0%	375.24315	0.56	y{IKN}+i	y{KLN}+i, y{KQV}+i	
375.24699	1.3	3/100	2.0%	375.24717	0.48	b{FII}+i	b{FIL}+i, b{FLL}+i, y{FII}-H2O+i, y{FIL}-H2O+i, y{FLL}-H2O+i, a{FL[Acetyl]V}+i	
375.25303	1.8	10/100	1.7%	375.25438	3.6	y{AKR}+i		
375.66298	2.8	3/100	2.4%	?	?	?	?	
375.68937	4.0	3/100	3.5%	?	?	?	?	
375.69858	0.8	11/100	1.3%	?	?	?	?	
375.7167	0.8	11/100	1.3%	?	?	?	?	
375.7224	0.2	4/100	1.0%	?	?	?	?	
375.735	0.9	10/100	1.3%	?	?	?	?	
375.75631	0.6	6/100	0.9%	?	?	?	?	
375.82788	1.4	8/100	2.9%	?	?	?	?	
375.91589	1.8	3/100	1.5%	?	?	?	?	
376.07889	0.6	9/100	1.4%	376.07841	-1.28	b{CCW}-NH3		
376.11704	0.3	5/100	0.7%	376.1173	0.69	b{DEM}	y{DEM}-H2O, y{DMQ}-NH3, y{EMN}-NH3, a{DDM[Acetyl]}, b{DM[Acetyl]S}, y{DM[Acetyl]S}-H2O, y{M[Acetyl]NS}-NH3, y{C[Carbamidomethyl]DV}-NH3, b{MMM}-H2O, b{MM[Oxidation]N}-H2O+i, b{CC[Carbamidomethyl]K}-NH3+i, a{C[Carbamidomethyl]EM}-H2O+i, a{C[Carbamidomethyl]MQ}-NH3+i, b{C[Carbamidomethyl]MT}-H2O+i, a{C[Carbamidomethyl]M[Acetyl]S}-H2O+i, a{C[Carbamidomethyl]C[Carbamidomethyl]V}-NH3+i	
376.15024	0.4	14/100	1.2%	376.15031	0.19	b{DPY}	y{DPY}-H2O, a{EEY}-H2O, a{EQY}-NH3, b{ETY}-H2O, y{NPY}-NH3, b{QTY}-NH3, y{STW}-NH3, b{GMW}+i, b{FMN}-H2O+i, y{GMW}-H2O+i, a{M[Oxidation]SW}-H2O+i, a{C[Carbamidomethyl]PY}-H2O+i	
376.1539	0.5	11/100	1.7%	376.15368	-0.58	y{EMP}	y{DKM}-NH3, a{EM[Acetyl]T}, b{M[Acetyl]TT}, y{M[Acetyl]PS}, b{DIM[Oxidation]}, b{DLM[Oxidation]}, b{EM[Oxidation]V}, y{M[Acetyl]TT}-H2O, y{DIM[Oxidation]}-H2O, y{DLM[Oxidation]}-H2O, y{EM[Oxidation]V}-H2O, y{IM[Oxidation]N}-NH3, y{LM[Oxidation]N}-NH3, y{M[Oxidation]QV}-NH3, y{C[Carbamidomethyl]IT}-NH3, y{C[Carbamidomethyl]LT}-NH3, a{HHM[Oxidation]}-H2O, a{C[Carbamidomethyl]KM}-NH3+i, a{C[Carbamidomethyl]IM[Oxidation]}-H2O+i, a{C[Carbamidomethyl]LM[Oxidation]}-H2O+i	
376.16899	2.5	12/100	1.5%	376.16894	-0.13	b{FMP}	y{FMP}-H2O, b{MVY}-H2O, a{CL[Acetyl]Y}-H2O, a{FM[Acetyl]T}-H2O, b{FM[Oxidation]V}-H2O, a{C[Carbamidomethyl]FI}-NH3, a{C[Carbamidomethyl]FL}-NH3, a{DTW}+i, a{ESW}+i, b{NPY}+i, b{STW}+i, a{EQY}-H2O+i, y{NPY}-H2O+i, a{QQY}-NH3+i, b{QTY}-H2O+i, y{STW}-H2O+i	
376.18662	1.1	34/100	1.9%	376.1867	0.21	b{DFI}	b{DFL}, b{EFV}, y{PPY}, y{DFI}-H2O, y{DFL}-H2O, a{EKY}-NH3, y{EFV}-H2O, y{FIN}-NH3, y{FLN}-NH3, y{FQV}-NH3, b{KTY}-NH3, b{GL[Acetyl]Y}, y{GL[Acetyl]Y}-H2O, a{FHH}-H2O, a{CIW}+i, a{CLW}+i, a{C[Carbamidomethyl]FI}-H2O+i, a{C[Carbamidomethyl]FL}-H2O+i, a{AWY}-H2O+i, a{FSW}-H2O+i	
376.19039	0.9	9/100	1.7%	376.19007	-0.85	y{AIM[Acetyl]}	y{ALM[Acetyl]}, y{AL[Acetyl]M}, y{CL[Acetyl]V}, y{IM[Oxidation]P}, y{LM[Oxidation]P}, y{KM[Oxidation]V}-NH3, a{L[Acetyl]M[Oxidation]T}, y{DIQ}+i, y{DLQ}+i, y{EIN}+i, y{ELN}+i, y{EQV}+i, y{L[Acetyl]NS}+i, a{HHQ}+i	
376.19355	0.6	19/100	1.1%	376.19391	0.96	y{NRS}	y{IPY}-NH3+i, y{LPY}-NH3+i, y{AFL[Acetyl]}-NH3+i, a{L[Acetyl]TY}-NH3+i, a{HHQ}+i	
376.197	0.3	6/100	1.4%	376.19793	2.47	a{FQQ}	y{AFR}-NH3, a{RTY}-NH3, a{EHL[Acetyl]}-H2O, a{HL[Acetyl]Q}-NH3, b{HL[Acetyl]T}-H2O, y{IIM[Oxidation]}-NH3+i, y{ILM[Oxidation]}-NH3+i, y{LLM[Oxidation]}-NH3+i, a{HPW}-H2O+i	
376.20896	0.5	5/100	2.1%	376.20916	0.53	b{HKQ}-H2O	b{HRV}-NH3, y{KMP}+i, a{KM[Acetyl]T}+i, b{KM[Oxidation]V}+i, y{KM[Oxidation]V}-H2O+i, y{L[Acetyl]TT}	
376.21099	0.4	6/100	1.8%	376.2094	-4.23	y{KMP}+i	a{KM[Acetyl]T}+i, b{KM[Oxidation]V}+i, y{KM[Oxidation]V}-H2O+i, b{HKQ}-H2O, b{HRV}-NH3	
376.21951	0.8	22/100	1.2%	376.21906	-1.2	y{KQT}	a{HQR}-H2O, a{M[Oxidation]RV}+i, b{AFR}+i, y{AFR}-H2O+i, a{RTY}-H2O+i, a{HL[Acetyl]Q}-H2O+i	
376.22353	0.7	3/100	2.0%	376.22308	-1.2	y{FIP}	y{FLP}, b{IVY}, b{LVY}, y{FKV}-NH3, y{IVY}-H2O, y{LVY}-H2O, a{FL[Acetyl]T}	
376.22395	0.4	7/100	1.8%	376.22308	-2.31	y{FIP}	y{FLP}, b{IVY}, b{LVY}, y{FKV}-NH3, y{IVY}-H2O, y{LVY}-H2O, a{FL[Acetyl]T}	
376.23231	2.3	14/100	1.1%	376.23118	-3.0	y{FII}-NH3+i	y{FIL}-NH3+i, y{FLL}-NH3+i	
376.23596	0.5	8/100	1.7%	376.23769	4.6	a{KKM[Oxidation]}		
376.23808	0.5	4/100	1.3%	376.23839	0.82	y{IRS}+i	y{LRS}+i, y{RTV}+i, a{KKM[Oxidation]}, a{SS}+TMT	
376.24553	0.3	4/100	0.6%	376.24555	0.05	b{HKK}-H2O		
376.25065	0.6	7/100	0.8%	?	?	?	?	
376.25626	0.6	6/100	1.1%	376.25678	1.38	a{HKR}-H2O	y{KKT}	
376.25951	0.9	15/100	2.8%	?	?	?	?	
376.32812	1.2	8/100	2.4%	?	?	?	?	
376.70641	0.6	8/100	1.1%	?	?	?	?	
376.71196	0.3	6/100	1.1%	?	?	?	?	
376.72464	1.0	11/100	1.4%	?	?	?	?	
376.72776	0.3	6/100	1.4%	?	?	?	?	
376.74273	0.7	11/100	0.9%	?	?	?	?	
376.8277	0.6	6/100	1.6%	?	?	?	?	
377.14533	0.4	11/100	0.9%	377.14556	0.61	b{DFN}	y{DGW}, y{DFN}-H2O, y{FNN}-NH3, a{CHY}+i, a{CNW}+i, a{C[Carbamidomethyl]GW}+i, a{C[Carbamidomethyl]FN}-H2O+i	
377.15717	0.4	7/100	1.2%	377.15703	-0.37	y{EMP}+i	y{DKM}-NH3+i, a{EM[Acetyl]T}+i, b{M[Acetyl]TT}+i, y{M[Acetyl]PS}+i, b{DIM[Oxidation]}+i, b{DLM[Oxidation]}+i, b{EM[Oxidation]V}+i, y{M[Acetyl]TT}-H2O+i, y{DIM[Oxidation]}-H2O+i, y{DLM[Oxidation]}-H2O+i, y{EM[Oxidation]V}-H2O+i, y{IM[Oxidation]N}-NH3+i, y{LM[Oxidation]N}-NH3+i, y{M[Oxidation]QV}-NH3+i, y{C[Carbamidomethyl]IT}-NH3+i, y{C[Carbamidomethyl]LT}-NH3+i, b{EHQ}-H2O, b{HQQ}-NH3, y{HHT}-NH3, y{IMM}-NH3, y{LMM}-NH3, a{HHM[Oxidation]}-H2O+i	
377.17785	1.3	7/100	0.7%	377.17792	0.19	y{DRS}	a{EHH}+i, b{HHT}+i, b{HQQ}-H2O+i, y{HHT}-H2O+i, a{C[Carbamidomethyl]RS}+i	
377.18045	0.4	17/100	1.1%	377.18195	3.98	y{ATW}	a{EFQ}, b{FQT}, y{FNP}, b{NVY}, y{FQT}-H2O, y{NVY}-H2O, a{EHL[Acetyl]}-NH3, b{HL[Acetyl]T}-NH3	
377.18252	0.3	7/100	1.3%	377.18195	-1.51	y{ATW}	a{EFQ}, b{FQT}, y{FNP}, b{NVY}, y{FQT}-H2O, y{NVY}-H2O, a{EHL[Acetyl]}-NH3, b{HL[Acetyl]T}-NH3	
377.19366	0.8	18/100	1.9%	377.19342	-0.64	y{AIM[Acetyl]}+i	y{ALM[Acetyl]}+i, y{AL[Acetyl]M}+i, y{CL[Acetyl]V}+i, y{IM[Oxidation]P}+i, y{LM[Oxidation]P}+i, y{KM[Oxidation]V}-NH3+i, a{L[Acetyl]M[Oxidation]T}+i, b{GRY}, b{EHK}-H2O, y{GRY}-H2O, b{HKQ}-NH3	
377.1961	0.5	15/100	0.9%	377.19655	1.19	y{AMR}	y{CRV}, a{M[Oxidation]RT}, a{AFW}, a{FFQ}-H2O, y{NRS}+i	
377.20309	0.6	29/100	1.0%	377.20308	-0.03	y{EKT}	a{EHR}-H2O, a{HQR}-NH3, b{HRT}-H2O, a{KM[Oxidation]Q}+i, a{FQQ}+i, y{AFR}-NH3+i, a{RTY}-NH3+i, a{EHL[Acetyl]}-H2O+i, a{HL[Acetyl]Q}-NH3+i, b{HL[Acetyl]T}-H2O+i	
377.21442	3.0	15/100	2.0%	377.21431	-0.29	y{RTT}		
377.2199	0.3	13/100	1.4%	377.21833	-4.16	a{EFK}	b{FKT}, a{IQY}, a{LQY}, y{FKT}-H2O	
377.22176	0.6	6/100	1.4%	377.2217	-0.16	y{KMV}	y{KQT}+i, a{HQR}-H2O+i	
377.22608	0.4	7/100	1.8%	377.22643	0.93	y{FIP}+i	y{FLP}+i, b{IVY}+i, b{LVY}+i, y{FKV}-NH3+i, y{IVY}-H2O+i, y{LVY}-H2O+i, a{FL[Acetyl]T}+i	
377.25096	0.6	7/100	0.7%	?	?	?	?	
377.25293	0.3	3/100	1.0%	?	?	?	?	
377.25495	0.6	7/100	1.1%	377.25472	-0.61	a{IKY}	a{KLY}	
377.26273	6.6	7/100	1.5%	?	?	?	?	
377.26838	0.4	6/100	0.8%	?	?	?	?	
377.35163	1.0	3/100	2.0%	?	?	?	?	
377.69698	0.2	3/100	1.0%	?	?	?	?	
377.70395	0.2	4/100	0.9%	?	?	?	?	
377.71424	0.6	7/100	1.1%	?	?	?	?	
377.71972	1.1	8/100	1.8%	?	?	?	?	
377.72318	0.6	5/100	0.9%	?	?	?	?	
377.73736	0.4	8/100	1.4%	?	?	?	?	
377.80587	0.5	5/100	1.3%	?	?	?	?	
378.12957	2.3	15/100	0.9%	378.12958	0.03	b{DDF}	y{DDF}-H2O, y{DFN}-NH3, a{CFM[Acetyl]}-H2O, a{CDW}+i, b{CSW}+i, b{CQY}-H2O+i, y{CSW}-H2O+i, b{AC[Carbamidomethyl]Y}-H2O+i, a{C[Carbamidomethyl]DF}-H2O+i, a{C[Carbamidomethyl]FN}-NH3+i, b{C[Carbamidomethyl]FS}-H2O+i	
378.16593	0.5	20/100	1.1%	378.16596	0.08	b{DVY}	y{DFP}, a{EEF}, b{EFT}, y{DVY}-H2O, y{EFT}-H2O, y{FQT}-NH3, y{NVY}-NH3, a{MSW}+i, b{CKY}-H2O+i, a{MQY}-H2O+i, a{AM[Oxidation]W}+i, a{FM[Oxidation]Q}-H2O+i, a{C[Carbamidomethyl]FP}+i, a{C[Carbamidomethyl]VY}-H2O+i	
378.17727	0.5	3/100	0.9%	378.1772	-0.19	a{NQY}	b{EHK}-NH3, y{GRY}-NH3, a{CRY}-H2O+i, b{AHW}-H2O+i, a{FHH}-NH3+i	
378.18039	0.3	8/100	1.2%	378.18057	0.48	y{CKQ}	y{AC[Carbamidomethyl]K}, a{EFF}-H2O, a{FFQ}-NH3, b{FFT}-H2O, a{PYY}-H2O, y{DRS}+i	
378.19458	0.3	6/100	1.2%	378.19582	3.28	a{HIM[Acetyl]}-H2O	a{HLM[Acetyl]}-H2O, a{HL[Acetyl]M}-H2O, b{GRY}+i, b{EHK}-H2O+i, y{GRY}-H2O+i, b{HKQ}-NH3+i	
378.20015	0.3	3/100	0.6%	378.20055	1.06	a{AFW}+i	a{FFQ}-H2O+i	
378.20322	0.4	8/100	1.5%	378.20235	-2.3	a{EIY}	a{ELY}, b{ITY}, b{LTY}, y{PVY}, y{FKT}-NH3, y{ITY}-H2O, y{LTY}-H2O, y{FGL[Acetyl]}, a{L[Acetyl]SY}, a{KMY}-H2O+i, a{FKM[Oxidation]}-H2O+i	
378.21449	0.4	8/100	2.0%	378.21358	-2.41	a{KNY}		
378.21999	0.4	5/100	1.6%	378.21766	-6.16	y{RTT}+i	a{FFK}-NH3, a{FIY}-H2O, a{FLY}-H2O	
378.24285	0.5	7/100	0.7%	378.24197	-2.33	b{F}+i+TMT	a{HKR}-NH3+i	
378.25405	0.6	6/100	0.8%	?	?	?	?	
378.28899	0.7	3/100	0.8%	?	?	?	?	
378.71108	0.4	3/100	1.2%	?	?	?	?	
378.71168	0.3	5/100	1.4%	?	?	?	?	
378.72438	0.3	6/100	1.3%	?	?	?	?	
378.72664	0.2	3/100	1.1%	?	?	?	?	
